"","FSCSKEY","FSCS_SEQ","STABR","LIBID","LIBNAME","ADDRESS","CITY","ZIP","LOCALE_ADD","LOCALE","LOCALE_ADD_DESCR","LOCALE_TOP_LEVEL_DESCR","LONGITUD","LATITUDE","PLS_YEAR","POPU_LSA","POPU_LSA_YEAR"
"4724","NJ0130",7,"NJ","807","GIBBSTOWN PUBLIC LIBRARY","411 SWEDESBORO ROAD","GIBBSTOWN",8027,NA,41,"Rural Fringe","Rural",-75.26638351,39.81747599,2020,102694,2020
"4725","NJ0130",9,"NJ","NJ0132-002","EAST GREENWICH LIBRARY","535 KINGS HIGHWAY","CLARKSBORO",8020,NA,21,"Suburban Large","Suburban",-75.241709,39.787942,2014,102694,2020
"4726","NJ0133",2,"NJ","NJ0133-002","FRANKLIN TWP. PUB. LIB./FRANKLINVILLE","1584 COLES MILL ROAD","FRANKLINVILLE",8322,NA,23,"Suburban Small","Suburban",-75.0780367,39.61724335,2020,16820,2020
"4727","NJ0138",2,"NJ","NJ0138-002","GILL MEMORIAL LIBRARY","145 E. BROAD STREET","PAULSBORO",8066,NA,21,"Suburban Large","Suburban",-75.23795235,39.83094299,2020,6097,2020
"4728","NJ0139",2,"NJ","NJ0139-002","MCCOWAN MEMORIAL LIBRARY","15 PITMAN AVENUE","PITMAN",8071,NA,21,"Suburban Large","Suburban",-75.12946588,39.73180909,2020,9011,2020
"4729","NJ0141",2,"NJ","NJ0141-002","MARGARET E HEGGAN PUBLIC LIBRARY","606 DELSEA DRIVE","SEWELL",8080,NA,21,"Suburban Large","Suburban",-75.11330532,39.74709776,2020,48559,2020
"4730","NJ0142",2,"NJ","NJ0142-002","WENONAH FREE PUBLIC LIBRARY","101 E. MANTUA AVENUE","WENONAH",8090,NA,21,"Suburban Large","Suburban",-75.14878767,39.79131906,2020,2278,2020
"4731","NJ0144",2,"NJ","NJ0144-002","WESTVILLE PUBLIC LIBRARY","1035 BROADWAY","WESTVILLE",8093,NA,21,"Suburban Large","Suburban",-75.13411741,39.8616542,2020,4288,2020
"4732","NJ0146",2,"NJ","NJ0146-002","BAYONNE FREE PUBLIC LIBRARY","697 AVENUE C","BAYONNE",7002,NA,21,"Suburban Large","Suburban",-74.11559104,40.67171799,2020,63024,2020
"4733","NJ0147",2,"NJ","NJ0147-002","HARRISON PUBLIC LIBRARY","415 HARRISON AVENUE","HARRISON",7029,NA,21,"Suburban Large","Suburban",-74.15530533,40.7466548,2020,13620,2020
"4734","NJ0149",15,"NJ","0906N","JERSEY CITY BOOKMOBILE","472 JERSEY AVENUE","JERSEY CITY",7302,NA,11,"City Large","City",-74.04755563,40.71900827,2020,247597,2020
"4735","NJ0150",2,"NJ","NJ0150-002","KEARNY PUBLIC LIBRARY","318 KEARNY AVENUE","KEARNY",7032,NA,21,"Suburban Large","Suburban",-74.14999571,40.76190425,2020,40684,2020
"4736","NJ0150",3,"NJ","0907A","KEARNY BRANCH LIBRARY","759 KEARNY AVENUE","KEARNY",7032,NA,21,"Suburban Large","Suburban",-74.1413967,40.7781192,2020,40684,2020
"4737","NJ0151",5,"NJ","NJ0151-005","NORTH BERGEN PUBLIC LIBRARY","8411 BERGENLINE AVENUE","NORTH BERGEN",7047,NA,21,"Suburban Large","Suburban",-74.00455161,40.80472157,2020,60773,2020
"4738","NJ0151",6,"NJ","NBKENNEDYBR","KENNEDY BRANCH","2123 KENNEDY BOULEVARD","NORTH BERGEN",7047,NA,21,"Suburban Large","Suburban",-74.04018978,40.76892481,2020,60773,2020
"4739","NJ0152",2,"NJ","NJ0152-002","SECAUCUS FREE PUBLIC LIBRARY","1379 PATERSON PLANK ROAD","SECAUCUS",7094,NA,21,"Suburban Large","Suburban",-74.05834338,40.79337115,2020,16264,2020
"4740","NJ0154",2,"NJ","NJ0154-002","WEEHAWKEN FREE PUBLIC LIBRARY","49 HAUXHURST AVENUE","WEEHAWKEN",7087,NA,21,"Suburban Large","Suburban",-74.02280949,40.76894375,2020,12554,2020
"4741","NJ0156",2,"NJ","NJ0156-002","HUNTERDON COUNTY LIBRARY","ROUTE 12","FLEMINGTON",8822,NA,41,"Rural Fringe","Rural",-74.90148,40.50378,2020,118629,2020
"4742","NJ0156",4,"NJ","1000B","NORTH COUNTY BRANCH LIBRARY","65 HALSTEAD ST","ANNANDALE",8801,NA,21,"Suburban Large","Suburban",-74.91178391,40.64349202,2020,118629,2020
"4743","NJ0156",6,"NJ","1000E","HUNTERDON COUNTY LIBRARY BOOKMOBILE","ROUTE 12","FLEMINGTON",8822,NA,41,"Rural Fringe","Rural",-74.90145,40.50323,2020,118629,2020
"4744","NJ0156",7,"NJ","1000G","SOUTH COUNTY BRANCH","1432 ROUTE 179, UNIT B1","RINGOES",8851,NA,21,"Suburban Large","Suburban",-74.92309488,40.3843891,2020,118629,2020
"4745","NJ0158",2,"NJ","NJ0158-002","FLEMINGTON FREE PUBLIC LIBRARY","118 MAIN STREET","FLEMINGTON",8822,NA,21,"Suburban Large","Suburban",-74.85873703,40.50912395,2020,4581,2020
"4746","NJ0159",2,"NJ","NJ0159-002","FRENCHTOWN PUBLIC LIBRARY","29 SECOND STREET","FRENCHTOWN",8825,NA,31,"Town Fringe","Town",-75.06081315,40.52745136,2020,1373,2020
"4747","NJ0160",2,"NJ","NJ0160-002","HIGH BRIDGE PUBLIC LIBRARY","71 MAIN STREET","HIGH BRIDGE",8829,NA,21,"Suburban Large","Suburban",-74.89561405,40.6691302,2020,3648,2020
"4748","NJ0161",2,"NJ","NJ0161-002","HOLLAND TOWNSHIP FREE PUBLIC LIBRARY","129 SPRING MILLS ROAD","MILFORD",8848,NA,41,"Rural Fringe","Rural",-75.10495954,40.59632885,2020,10229,2020
"4749","NJ0162",2,"NJ","NJ0162-002","LAMBERTVILLE FREE PUBLIC LIBRARY","6 LILLY STREET","LAMBERTVILLE",8530,NA,21,"Suburban Large","Suburban",-74.94221718,40.36555896,2020,3906,2020
"4750","NJ0163",2,"NJ","NJ0163-002","MILFORD PUBLIC LIBRARY","40 FRENCHTOWN ROAD","MILFORD",8848,NA,31,"Town Fringe","Town",-75.09348413,40.56809638,2020,1233,2020
"4751","NJ0164",2,"NJ","NJ0164-002","TEWKSBURY TWSP. PUB. LIB.","31 OLD TURNPIKE ROAD","OLDWICK",8858,NA,41,"Rural Fringe","Rural",-74.74949725,40.67043593,2020,5993,2020
"4752","NJ0165",6,"NJ","1100D","HOLLOWBROOK BRANCH LIBRARY","320 HOLLOWBROOK DRIVE","TRENTON",8638,NA,21,"Suburban Large","Suburban",-74.77034213,40.26435993,2020,160057,2020
"4753","NJ0167",2,"NJ","NJ0167-002","HOPEWELL PUBLIC LIBRARY","13 E. BROAD STREET","HOPEWELL",8525,NA,21,"Suburban Large","Suburban",-74.76081511,40.38953703,2020,1922,2020
"4754","NJ0168",2,"NJ","NJ0168-002","PENNINGTON FREE PUB. LIB.","30 N. MAIN STREET","PENNINGTON",8534,NA,21,"Suburban Large","Suburban",-74.79141827,40.32936268,2020,2585,2020
"4755","NJ0169",2,"NJ","NJ0169-002","PRINCETON PUBLIC LIBRARY","65 WITHERSPOON STREET","PRINCETON",8542,NA,13,"City Small","City",-74.66054843,40.35162945,2020,28572,2020
"4756","NJ0171",2,"NJ","NJ0171-002","CARTERET PUBLIC LIBRARY","100 COOKE AVENUE","CARTERET",7008,NA,21,"Suburban Large","Suburban",-74.21955329,40.57873645,2020,22844,2020
"4757","NJ0172",2,"NJ","NJ0172-002","CRANBURY PUBLIC LIBRARY","23 N. MAIN STREET","CRANBURY",8512,NA,23,"Suburban Small","Suburban",-74.51841298,40.31196,2020,3857,2020
"4758","NJ0173",2,"NJ","NJ0173-002","DUNELLEN FREE PUBLIC LIBRARY","100 NEW MARKET ROAD","DUNELLEN",8812,NA,21,"Suburban Large","Suburban",-74.46082857,40.5864514,2020,7227,2020
"4759","NJ0175",2,"NJ","NJ0175-002","EDISON TWSP. FREE PUBLIC LIB","340 PLAINFIELD AVENUE","EDISON",8817,NA,21,"Suburban Large","Suburban",-74.4078913,40.51773493,2020,99967,2020
"4760","NJ0175",3,"NJ","1205A","CLARA BARTON BRANCH","141 HOOVER AVE.","EDISON",8820,NA,21,"Suburban Large","Suburban",-74.33133393,40.53435255,2020,99967,2020
"4761","NJ0175",4,"NJ","1205B","NORTH EDISON BRANCH","777 GROVE AVE.","EDISON",8820,NA,21,"Suburban Large","Suburban",-74.35864653,40.57588715,2020,99967,2020
"4762","NJ0175",5,"NJ","1205C","EDISON TWSP. BOOKMOBILE","340 PLAINFIELD AVENUE","EDISON",8817,NA,21,"Suburban Large","Suburban",-74.4078913,40.51773493,2020,99967,2020
"4763","NJ0176",2,"NJ","NJ0176-002","HIGHLAND PARK PUBLIC LIBRARY","31 N. FIFTH AVENUE","HIGHLAND PARK",8904,NA,21,"Suburban Large","Suburban",-74.42446358,40.50171812,2020,13982,2020
"4764","NJ0177",2,"NJ","NJ0177-002","JAMESBURG LIBRARY","229 GATZMER AVENUE","JAMESBURG",8831,NA,21,"Suburban Large","Suburban",-74.44218351,40.35266843,2020,5915,2020
"4765","NJ0178",2,"NJ","NJ0178-002","METUCHEN PUBLIC LIBRARY","480 MIDDLESEX AVENUE","METUCHEN",8840,NA,21,"Suburban Large","Suburban",-74.3618402,40.5443083,2020,13574,2020
"4766","NJ0179",2,"NJ","NJ0179-002","MIDDLESEX PUBLIC LIBRARY","1300 MOUNTAIN AVENUE","MIDDLESEX",8846,NA,21,"Suburban Large","Suburban",-74.50049457,40.57915039,2020,13635,2020
"4767","NJ0180",2,"NJ","NJ0180-002","MILLTOWN PUBLIC LIBRARY","20 W. CHURCH STREET","MILLTOWN",8850,NA,21,"Suburban Large","Suburban",-74.43988176,40.4518494,2020,6893,2020
"4768","NJ0181",2,"NJ","NJ0181-002","MONROE TOWNSHIP PUBLIC LIBRARY","4 MUNICIPAL PLAZA","JAMESBURG",8831,NA,21,"Suburban Large","Suburban",-74.44306479,40.32657699,2020,39132,2020
"4769","NJ0181",4,"NJ","NJ0181-004","MONROE TOWNSHIP BOOKMOBILE","4 MUNICIPAL PLAZE","MONROE TOWNSHIP",8831,NA,21,"Suburban Large","Suburban",-74.44306479,40.32657699,2020,39132,2020
"4770","NJ0182",2,"NJ","NJ0182-002","NEW BRUNSWICK FREE PUB. LIB.","60 LIVINGSTON AVENUE","NEW BRUNSWICK",8901,NA,13,"City Small","City",-74.44585797,40.49154358,2020,55181,2020
"4771","NJ0183",2,"NJ","NJ0183-002","NO. BRUNSWICK FREE PUB. LIB.","880 HERMANN ROAD","NORTH BRUNSWICK",8902,NA,21,"Suburban Large","Suburban",-74.46396037,40.46854326,2020,40742,2020
"4772","NJ0184",2,"NJ","NJ0184-002","OLD BRIDGE PUBLIC LIBRARY","1 OLD BRIDGE PLAZA","OLD BRIDGE",8857,NA,21,"Suburban Large","Suburban",-74.29786969,40.40422573,2020,65375,2020
"4773","NJ0184",3,"NJ","NJ0184-003","LAURENCE HARBOR BRANCH","277 SHORELAND CIRCLE","LAURENCE HARBOR",8879,NA,21,"Suburban Large","Suburban",-74.24690209,40.45789928,2020,65375,2020
"4774","NJ0185",2,"NJ","NJ0185-002","PERTH AMBOY FREE PUB. LIB.","196 JEFFERSON STREET","PERTH AMBOY",8861,NA,21,"Suburban Large","Suburban",-74.27074996,40.51037562,2020,50814,2020
"4775","NJ0186",2,"NJ","NJ0186-002","PISCATAWAY PUBLIC LIBRARY","500 HOES LANE","PISCATAWAY",8854,NA,21,"Suburban Large","Suburban",-74.47085633,40.53691419,2020,56044,2020
"4776","NJ0186",3,"NJ","1217A","WESTERGARD LIBRARY","20 MURRAY AVE.","PISCATAWAY",8854,NA,21,"Suburban Large","Suburban",-74.45739273,40.56829306,2020,56044,2020
"4777","NJ0187",2,"NJ","NJ0187-002","PLAINSBORO FREE PUB. LIB.","9 VAN DOREN DRIVE","PLAINSBORO",8536,NA,21,"Suburban Large","Suburban",-74.59125256,40.33507796,2020,22999,2020
"4778","NJ0188",2,"NJ","NJ0188-002","SAYREVILLE FREE PUBLIC LIBRARY","1050 WASHINGTON ROAD","PARLIN",8859,NA,21,"Suburban Large","Suburban",-74.32558511,40.46254992,2020,42704,2020
"4779","NJ0190",2,"NJ","NJ0190-002","SO. BRUNSWICK PUB. LIB.","110 KINGSTON LANE","MONMOUTH JUNT.",8852,NA,21,"Suburban Large","Suburban",-74.53125112,40.38264765,2020,43417,2020
"4780","NJ0190",3,"NJ","1221A","SO. BRUNSWICK TWSP. BOOKMOBILE","KINGSTON LANE","MONMOUTH JUNT.",8852,NA,21,"Suburban Large","Suburban",-74.52636747,40.38500723,2020,43417,2020
"4781","NJ0191",2,"NJ","NJ0191-002","SO. PLAINFIELD FREE PUB. LIB.","2484 PLAINFIELD AVENUE","SO. PLAINFIELD",7080,NA,21,"Suburban Large","Suburban",-74.41592348,40.58429155,2020,23385,2020
"4782","NJ0192",2,"NJ","NJ0192-002","SOUTH RIVER PUBLIC LIBRARY","55 APPLEBY AVENUE","SO. RIVER",8882,NA,21,"Suburban Large","Suburban",-74.3776478,40.43482378,2020,16008,2020
"4783","NJ0193",2,"NJ","NJ0193-002","SPOTSWOOD PUBLIC LIBRARY","548 MAIN STREET","SPOTSWOOD",8884,NA,21,"Suburban Large","Suburban",-74.39126638,40.39149676,2020,8257,2020
"4784","NJ0195",2,"NJ","NJ0195-002","MONMOUTH COUNTY LIBRARY","125 SYMMES ROAD","MANALAPAN TWP.",7726,NA,21,"Suburban Large","Suburban",-74.30361372,40.29241391,2020,446303,2020
"4785","NJ0195",3,"NJ","1300A","ALLENTOWN BRANCH LIBRARY","16 S. MAIN STREET","ALLENTOWN",8501,NA,21,"Suburban Large","Suburban",-74.58491886,40.17737798,2020,446303,2020
"4786","NJ0195",4,"NJ","1300B","COLTS NECK BRANCH LIBRARY","1 WINTHROP DR.","COLTS NECK",7722,NA,21,"Suburban Large","Suburban",-74.19050773,40.29569739,2020,446303,2020
"4787","NJ0195",5,"NJ","1300C","EASTERN BRANCH LIBRARY","1001 ROUTE 35","SHREWSBURY",7701,NA,21,"Suburban Large","Suburban",-74.06234116,40.31719925,2020,446303,2020
"4788","NJ0195",6,"NJ","1300D","HAZLET MEMORIAL LIBRAY","251 MIDDLE ROAD","HAZLET",7730,NA,21,"Suburban Large","Suburban",-74.17661037,40.42725325,2020,446303,2020
"4789","NJ0195",7,"NJ","1300E","HOLMDEL PUBLIC LIBRARY","4 CRAWFORDS CORNER RD.","HOLMDEL",7733,NA,21,"Suburban Large","Suburban",-74.18740559,40.38428342,2020,446303,2020
"4790","NJ0195",8,"NJ","1300F","HOWELL PUBLIC LIBRARY","318 OLD TAVERN ROAD","HOWELL",7731,NA,41,"Rural Fringe","Rural",-74.17955326,40.17120664,2020,446303,2020
"4791","NJ0195",9,"NJ","1300G","MARLBORO LIBRARY","1 LIBRARY COURT","MARLBORO",7746,NA,21,"Suburban Large","Suburban",-74.26218156,40.33041196,2020,446303,2020
"4792","NJ0195",10,"NJ","1300H","OCEANPORT LIBRARY","MONMOUTH BLVD. & MYRTLE RD.","OCEANPORT",7757,NA,21,"Suburban Large","Suburban",-74.01687988,40.32178003,2020,446303,2020
"4793","NJ0195",11,"NJ","1300J","OCEAN TOWNSHIP PUBLIC LIBRARY","701 DEAL ROAD","OAKHURST",7755,NA,21,"Suburban Large","Suburban",-74.03465479,40.25218827,2020,446303,2020
"4794","NJ0195",12,"NJ","1300K","WALL PUBLIC LIBRARY","2700 ALLAIRE RD","SEA GIRT",8750,NA,21,"Suburban Large","Suburban",-74.071075,40.15501901,2020,446303,2020
"4795","NJ0195",13,"NJ","NJ0220-002","WEST LONG BRANCH PUB. LIB.","95 POPLAR AVENUE","W. LONG BRANCH",7764,NA,21,"Suburban Large","Suburban",-74.01618351,40.29082558,2020,446303,2020
"4796","NJ0195",14,"NJ","NJ0195-014","ATLANTIC HIGHLANDS PUBLIC LIBRARY","100 FIRST AVENUE","ATLANTIC HIGHLAND",7716,NA,21,"Suburban Large","Suburban",-74.03821476,40.41280913,2020,446303,2020
"4797","NJ0196",2,"NJ","NJ0196-002","MATAWAN-ABERDEEN PUBLIC LIBRARY","165 MAIN STREET","MATAWAN",7747,NA,21,"Suburban Large","Suburban",-74.23035832,40.41369942,2020,27020,2020
"4798","NJ0199",2,"NJ","NJ0199-002","AVON FREE PUBLIC LIBRARY","GARFIELD & FIFTH AVENUES","AVON-BY-THE-SEA",7717,NA,21,"Suburban Large","Suburban",-74.02049994,40.19157005,2020,1901,2020
"4799","NJ0200",2,"NJ","NJ0200-002","BELMAR PUBLIC LIBRARY","517 TENTH AVENUE","BELMAR",7119,NA,21,"Suburban Large","Suburban",-74.02333948,40.17886175,2020,5794,2020
"4800","NJ0201",2,"NJ","NJ0201-002","BRADLEY BEACH PUBLIC LIBRARY","511 FOURTH AVENUE","BRADLEY BEACH",7720,NA,21,"Suburban Large","Suburban",-74.01617504,40.20064502,2020,4298,2020
"4801","NJ0202",2,"NJ","NJ0202-002","BRIELLE PUBLIC LIBRARY","610 SOUTH STREET","BRIELLE",8730,NA,21,"Suburban Large","Suburban",-74.06248296,40.11483843,2020,4774,2020
"4802","NJ0203",2,"NJ","NJ0203-002","EATONTOWN PUBLIC LIBRARY","33 BROAD STREET","EATONTOWN",7724,NA,21,"Suburban Large","Suburban",-74.05865386,40.30518499,2020,12709,2020
"4803","NJ0204",2,"NJ","NJ0204-002","FAIR HAVEN PUBLIC LIBRARY","748 RIVER ROAD","FAIR HAVEN",7704,NA,21,"Suburban Large","Suburban",-74.03578149,40.36429707,2020,6121,2020
"4804","NJ0205",2,"NJ","NJ0205-002","FREEHOLD PUBLIC LIBRARY","28 1/2 E. MAIN STREET","FREEHOLD",7728,NA,21,"Suburban Large","Suburban",-74.2730067,40.26086677,2020,12052,2020
"4805","NJ0207",2,"NJ","NJ0207-002","KEYPORT FREE PUBLIC LIBRARY","109 BROAD STREET","KEYPORT",7735,NA,21,"Suburban Large","Suburban",-74.20116842,40.43593828,2020,7240,2020
"4806","NJ0208",2,"NJ","NJ0208-002","LITTLE SILVER PUBLIC LIBRARY","484 PROSPECT AVENUE","LITTLE SILVER",7739,NA,21,"Suburban Large","Suburban",-74.04225274,40.33922457,2020,5950,2020
"4807","NJ0209",2,"NJ","NJ0209-002","LONG BRANCH PUBLIC LIBRARY","328 BROADWAY","LONG BRANCH",7740,NA,21,"Suburban Large","Suburban",-73.99279884,40.30397842,2020,30719,2020
"4808","NJ0209",3,"NJ","1327A","ELBERON BRANCH","168 LINCOLN AVENUE","LONG BRANCH",7740,NA,21,"Suburban Large","Suburban",-73.996494,40.2652964,2020,30719,2020
"4809","NJ0210",2,"NJ","NJ0210-002","MANASQUAN PUBLIC LIBRARY","55 BROAD STREET","MANASQUAN",8736,NA,21,"Suburban Large","Suburban",-74.0502733,40.12529007,2020,5897,2020
"4810","NJ0212",2,"NJ","NJ0212-002","MONMOUTH BEACH PUB. LIB.","18 WILLOW AVENUE","MONMOUTH BEACH",7750,NA,21,"Suburban Large","Suburban",-73.97892218,40.33077167,2020,3279,2020
"4811","NJ0213",2,"NJ","NJ0214","NEPTUNE TOWNSHIP PUBLIC LIBRARY","25 NEPTUNE BOULEVARD","NEPTUNE",7753,NA,21,"Suburban Large","Suburban",-74.03588836,40.20971038,2020,27935,2020
"4812","NJ0215",2,"NJ","NJ0215-002","RED BANK PUBLIC LIBRARY","84 W. FRONT STREET","RED BANK",7701,NA,21,"Suburban Large","Suburban",-74.06896838,40.35122951,2020,12206,2020
"4813","NJ0216",2,"NJ","NJ0216-002","OCEANIC FREE LIBRARY","109 AVENUE OF TWO RIVERS","RUMSON",7760,NA,21,"Suburban Large","Suburban",-73.99458368,40.36965675,2020,7122,2020
"4814","NJ0217",2,"NJ","NJ0217-002","SPRING LAKE PUBLIC LIBRARY","1501 3RD AVE","SPRING LAKE",7762,NA,21,"Suburban Large","Suburban",-74.02732331,40.15564417,2020,2993,2020
"4815","NJ0218",2,"NJ","NJ0218-002","TINTON FALLS PUBLIC LIBRARY","664 TINTON AVENUE","TINTON FALLS",7724,NA,21,"Suburban Large","Suburban",-74.09813229,40.30259452,2020,17892,2020
"4816","NJ0219",2,"NJ","NJ0219-002","UNION BEACH MEMORIAL LIBRARY","810 UNION AVENUE","UNION BEACH",7735,NA,21,"Suburban Large","Suburban",-74.16558373,40.44294459,2020,6245,2020
"4817","NJ0221",2,"NJ","NJ0221-002","MORRIS COUNTY FREE LIBRARY","30 E. HANOVER AVENUE","WHIPPANY",7981,NA,21,"Suburban Large","Suburban",-74.44810664,40.80583496,2020,492276,2020
"4818","NJ0222",2,"NJ","NJ0222-002","THE HOLMES LIBRARY","621 MAIN STREET","BOONTON",7005,NA,21,"Suburban Large","Suburban",-74.41073629,40.90500987,2020,8347,2020
"4819","NJ0223",2,"NJ","NJ0223-002","BUTLER PUBLIC LIBRARY","1 ACE ROAD","BUTLER",7045,NA,21,"Suburban Large","Suburban",-74.34435338,41.00396423,2020,7539,2020
"4820","NJ0224",2,"NJ","NJ0224-002","CHATHAM JOINT FREE PUBLIC LIBRARY","214 MAIN STREET","CHATHAM",7928,NA,21,"Suburban Large","Suburban",-74.38095622,40.74029378,2020,19414,2020
"4821","NJ0225",2,"NJ","NJ0225-002","CHESTER LIBRARY","250 WEST MAIN STREET","CHESTER",7930,NA,21,"Suburban Large","Suburban",-74.70658788,40.78104822,2020,9487,2020
"4822","NJ0226",2,"NJ","NJ0226-002","DENVILLE FREE PUBLIC LIBRARY","121 DIAMOND SPRING ROAD","DENVILLE",7834,NA,21,"Suburban Large","Suburban",-74.4731865,40.89632747,2020,16635,2020
"4823","NJ0227",2,"NJ","NJ0227-002","DOVER FREE PUBLIC LIBRARY","32 E. CLINTON STREET","DOVER",7801,NA,21,"Suburban Large","Suburban",-74.55718029,40.88661792,2020,18157,2020
"4824","NJ0228",2,"NJ","NJ0228-002","EAST HANOVER TWSP. PUBLIC LIBRARY","415 RIDGEDALE AVENUE","EAST HANOVER",7936,NA,21,"Suburban Large","Suburban",-74.36094678,40.82572008,2020,11157,2020
"4825","NJ0229",2,"NJ","NJ0229-002","FLORHAM PARK FREE PUBLIC LIBRARY","107 RIDGEDALE AVENUE","FLORHAM PARK",7932,NA,21,"Suburban Large","Suburban",-74.39871158,40.78163473,2020,11696,2020
"4826","NJ0230",2,"NJ","NJ0230-002","WHIPPANONG LIB/HANOVER TWSP.","1000 ROUTE 10","WHIPPANY",7981,NA,21,"Suburban Large","Suburban",-74.43391502,40.8300731,2020,13712,2020
"4827","NJ0231",2,"NJ","NJ0231-002","JEFFERSON TWSP. PUB. LIB.","1031 WELDON ROAD","OAK RIDGE",7438,NA,41,"Rural Fringe","Rural",-74.5488833,41.01929837,2020,21314,2020
"4828","NJ0232",2,"NJ","NJ0232-002","KINNELON PUBLIC LIBRARY","132 KINNELON ROAD","KINNELON",7405,NA,21,"Suburban Large","Suburban",-74.37844254,40.99632367,2020,10248,2020
"4829","NJ0233",2,"NJ","NJ0233-002","LINCOLN PARK PUBLIC LIBRARY","12 BOONTON TURNPIKE","LINCOLN PARK",7035,NA,21,"Suburban Large","Suburban",-74.30500487,40.92221691,2020,10521,2020
"4830","NJ0234",2,"NJ","NJ0234-002","MADISON PUBLIC LIBRARY","39 KEEP STREET","MADISON",7940,NA,21,"Suburban Large","Suburban",-74.41297794,40.75315916,2020,15845,2020
"4831","NJ0235",2,"NJ","NJ0235-002","MENDHAM FREE PUBLIC LIBRARY","10 HILLTOP ROAD","MENDHAM",7945,NA,21,"Suburban Large","Suburban",-74.60019664,40.77466507,2020,4981,2020
"4832","NJ0236",2,"NJ","NJ0236-002","MENDHAM TOWNSHIP LIBRARY","2 WEST MAIN STREET","BROOKSIDE",7926,NA,21,"Suburban Large","Suburban",-74.56899192,40.79418121,2020,5869,2020
"4833","NJ0237",2,"NJ","NJ0237-002","MONTVILLE TWSP. PUB. LIB.","90 HORSENECK ROAD","MONTVILLE",7045,NA,21,"Suburban Large","Suburban",-74.35860303,40.89160205,2020,21528,2020
"4834","NJ0238",2,"NJ","NJ0238-002","MORRISTOWN-MORRIS TWP JNT PUB LIB","1 MILLER ROAD","MORRISTOWN",7960,NA,21,"Suburban Large","Suburban",-74.47806681,40.79370394,2020,40717,2020
"4835","NJ0238",3,"NJ","1422A","MORRISTOWN BOOKMOBILE","1 MILLER ROAD","MORRISTOWN",7960,NA,21,"Suburban Large","Suburban",-74.47806681,40.79370394,2020,40717,2020
"4836","NJ0239",2,"NJ","NJ0239-002","MORRIS PLAINS LIBRARY","77 GLENBROOK ROAD","MORRIS PLAINS",7950,NA,21,"Suburban Large","Suburban",-74.48656376,40.82810184,2020,5532,2020
"4837","NJ0240",2,"NJ","NJ0240-002","MOUNTAIN LAKES FREE PUBLIC LIBRARY","9 ELM ROAD","MOUNTAIN LAKES",7046,NA,21,"Suburban Large","Suburban",-74.4336307,40.88726194,2020,4160,2020
"4838","NJ0241",2,"NJ","NJ0241-002","MOUNT ARLINGTON PUB. LIB.","333 HOWARD BOULEVARD","MOUNT ARLINGTON",7856,NA,21,"Suburban Large","Suburban",-74.63351747,40.92429009,2020,5050,2020
"4839","NJ0242",2,"NJ","NJ0242-002","MOUNT OLIVE PUBLIC LIBRARY","202 FLANDERS-DRAKESTOWN ROAD","BUDD LAKE",7828,NA,21,"Suburban Large","Suburban",-74.74513796,40.8475543,2020,28117,2020
"4840","NJ0243",2,"NJ","NJ0243-002","PARSIPPANY-TROY HILLS P.L.","292 PARSIPPANY ROAD","PARSIPPANY",7054,NA,21,"Suburban Large","Suburban",-74.42702065,40.8560163,2020,53238,2020
"4841","NJ0243",3,"NJ","1429A","MOUNT TABOR BRANCH","31 TRINITY PARK","MT. TABOR",7878,NA,21,"Suburban Large","Suburban",-74.48032752,40.87346082,2020,53238,2020
"4842","NJ0243",4,"NJ","1429B","LAKE HIAWATHA BRANCH","68 NOKOMIS AVE.","LAKE HIAWATHA",7034,NA,21,"Suburban Large","Suburban",-74.38119251,40.88188499,2020,53238,2020
"4843","NJ0244",2,"NJ","NJ0244-002","LONG HILL TOWNSHIP FREE PUBLIC LIBRARY","917 VALLEY ROAD","STIRLING",7980,NA,21,"Suburban Large","Suburban",-74.47773938,40.67040459,2020,8702,2020
"4844","NJ0245",2,"NJ","NJ0245-002","PEQUANNOCK TWSP. PUB. LIB.","477 NEWARK POMPTON TURNPIKE","POMPTON PLAINS",7444,NA,21,"Suburban Large","Suburban",-74.29420336,40.95924397,2020,15540,2020
"4845","NJ0246",2,"NJ","NJ0246-002","RANDOLPH TWSP. FREE PUB. LIB.","28 CALAIS ROAD","RANDOLPH",7869,NA,21,"Suburban Large","Suburban",-74.59187223,40.82769607,2020,25734,2020
"4846","NJ0247",2,"NJ","NJ0247-002","ROCKAWAY FREE PUBLIC LIBRARY","82 E. MAIN STREET","ROCKAWAY BOROUGH",7866,NA,21,"Suburban Large","Suburban",-74.50901963,40.89849118,2020,6438,2020
"4847","NJ0248",2,"NJ","NJ0248-002","ROCKAWAY TWSP. PUB. LIB.","61 MT. HOPE ROAD","ROCKAWAY",7866,NA,21,"Suburban Large","Suburban",-74.52509899,40.91012926,2020,24156,2020
"4848","NJ0248",3,"NJ","1435A","HIBERNIA BRANCH","419 GREEN POND ROAD","HIBERNIA",7842,NA,41,"Rural Fringe","Rural",-74.49421937,40.94566273,2020,24156,2020
"4849","NJ0249",2,"NJ","NJ0249-002","ROXBURY PUBLIC LIBRARY","103 MAIN STREET","SUCCASUNNA",7876,NA,21,"Suburban Large","Suburban",-74.63890142,40.86871023,2020,23324,2020
