"","ros_entity_number","FSCSKEY","FSCS_SEQ","ros_entity_name","ros_entity_type","is_school_library_independent","ros_subtype","ros_status","ros_physical_address","ros_physical_city","ros_physical_state","ros_physical_zipcode","ros_physical_zipcode_ext","ros_physical_county","ros_latitude","ros_longitude","ros_congressional_district","ros_urban_rural_status","ros_number_of_full_time_students","ros_total_number_of_part_time_students","ros_peak_number_of_part_time_students","ros_number_of_nslp_students","billed_entity_number","organization_name","organization_entity_type_name","org_address1","org_city","org_state","org_zipcode","org_congressional_district","funding_year","application_number","funding_request_number","form_471_line_item_number","is_certified_in_window","form_471_status_name","form_471_frn_status_name","pending_reason","spin_name","spin_number","chosen_category_of_service","form_471_service_type_name","form_471_function_name","form_471_product_name","upload_speed","form_471_upload_speed_unit_name","download_speed","form_471_download_speed_unit_name","total_monthly_cost","monthly_recur_ineligible_cost","monthly_recurring_unit_eligible_costs","monthly_quantity","total_monthly_eligible_recurring_costs","months_of_service","total_eligible_recurring_costs","total_one_time_cost","one_time_ineligible_cost","one_time_eligible_costs","one_time_quantity","total_eligible_one_time_costs","pre_discount_extended_eligible_line_item_costs","dis_pct","post_discount_extended_eligible_line_item_costs","post_discount_applicant_share","ros_square_footage","qty_allocation","tribal_type","form_471_frn_fiber_type_name","form_471_frn_fiber_sub_type_name","ros_physical_address_2","original_allocation","count_ros","cat1_discount_by_ros_estimated","cat2_discount_by_ros","MOST_RECENT_PLS","form_471_purpose_name","form_version","connection_directly_school","connection_supports_service","download_speed_mbps","upload_speed_mbps","speed_tier","gigabit_binary","POPU_LSA","speed_benchmark","pop_category"
"101",131213,"MI0160",2,"howell carnegie dist library","library","Yes","public library","Active","314 W Grand River Ave","Howell","MI",48843,2146,"Livingston",42.6086838,-83.9319299,"Congressional District 8","Urban",NA,NA,NA,NA,147551,"The Library Network","consortium","41365 Vincenti Ct","Novi","MI",48375,"Congressional District 11",2022,221029870,2299042801,2299042801.006,"In-Window","Committed","Funded","FCDL Issued","Merit Network, Inc.",143004331,"Category1","Data Transmission and/or Internet Access","Fiber","Switched Multimegabit Data Service",250,"Mbps",250,"Mbps",212.08,0,212.08,4,848.32,12,10179.84,0,0,0,0,0,10179.84,0.69,7024.0896,3155.75,30100,1,NA,NA,NA,NA,2544.96,4,1756.0224,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","Yes","No",250,250,"served_not_gigabit","not_gigabit",52529,"benchmark not met","over50"
"102",131615,"MI0181",2,"kalkaska county library","library","Yes","main branch, public library","Active","247 S Cedar St","Kalkaska","MI",49646,NA,"Kalkaska",44.7324088,-85.1767156,"Congressional District 1","Rural",NA,NA,NA,NA,17003852,"Traverse Area District Library Consortium","consortium","610 Woodmere","Traverse City","MI",49686,"Congressional District 1",2022,221012330,2299018618,2299018618.001,"In-Window","Committed","Funded","FCDL Issued","Merit Network, Inc.",143004331,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",0,0,0,0,0,12,0,18000,0,18000,1,18000,18000,0.75,13500,4500,4928,1,NA,NA,NA,NA,6000,3,4500,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","Yes","No",1000,1000,"gigabit","gigabit",17153,"benchmark met","under50"
"103",131662,"MI0060",2,"charlevoix public library","library","Yes","main branch, public library","Active","220 West Clinton Street","Charlevoix","MI",49720,NA,"Charlevoix",45.316874,-85.261369,"Congressional District 1","Rural",NA,NA,NA,NA,17002325,"Northland Library Cooperative","consortium","220 West Clinton  Street","Charlevoix","MI",49720,"Congressional District 1",2022,221000348,2299000134,2299000134.001,"In-Window","Committed","Funded","FCDL Issued","Merit Network, Inc.",143004331,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",250,"Mbps",250,"Mbps",0,0,0,1,0,12,0,16800,0,16800,1,16800,16800,0.8,13440,3360,34000,1,NA,NA,NA,NA,NA,9,1493.33333333333,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","Yes","No",250,250,"served_not_gigabit","not_gigabit",9810,"benchmark met","under50"
"104",131670,"MI0179",2,"jordan valley district library","library","Yes","main branch, public library","Active","One Library Lane","East Jordan","MI",49727,NA,"Charlevoix",45.1564176,-85.1173764,"Congressional District 1","Rural",NA,NA,NA,NA,17002325,"Northland Library Cooperative","consortium","220 West Clinton  Street","Charlevoix","MI",49720,"Congressional District 1",2022,221000348,2299000134,2299000134.001,"In-Window","Committed","Funded","FCDL Issued","Merit Network, Inc.",143004331,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",250,"Mbps",250,"Mbps",0,0,0,1,0,12,0,16800,0,16800,1,16800,16800,0.8,13440,3360,10000,1,NA,NA,NA,"Po Box 877",NA,9,1493.33333333333,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","Yes","No",250,250,"served_not_gigabit","not_gigabit",6997,"benchmark met","under50"
"105",131679,"MI0167",2,"indian river area library","library","Yes","main branch, public library","Active","Po Box 160","Indian River","MI",49749,160,"Cheboygan",45.424921,-84.580733,"Congressional District 1","Rural",NA,NA,NA,NA,17002325,"Northland Library Cooperative","consortium","220 West Clinton  Street","Charlevoix","MI",49720,"Congressional District 1",2022,221000348,2299000134,2299000134.001,"In-Window","Committed","Funded","FCDL Issued","Merit Network, Inc.",143004331,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",250,"Mbps",250,"Mbps",0,0,0,1,0,12,0,16800,0,16800,1,16800,16800,0.8,13440,3360,5000,1,NA,NA,NA,NA,NA,9,1493.33333333333,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","Yes","No",250,250,"served_not_gigabit","not_gigabit",3038,"benchmark met","under50"
"106",131697,"MI0323",2,"st ignace city public library","library","Yes","public library","Active","110 W. Spruce Street","Saint Ignace","MI",49781,1606,"Mackinac",45.8605313,-84.716861,"Congressional District 1","Rural",NA,NA,NA,NA,17018341,"Superiorland Library Cooperative E-Rate Consortium","consortium","1615 Presque Isle Ave","Marquette","MI",49855,"Congressional District 1",2022,221002067,2299001526,2299001526.007,"In-Window","Committed","Funded","FCDL Issued","Merit Network, Inc.",143004331,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",500,"Mbps",500,"Mbps",1710,0,1710,1,1710,12,20520,0,0,0,1,0,20520,0.74,15184.8,5335.2,7000,NA,NA,NA,NA,NA,1026,20,759.24,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","No",500,500,"served_not_gigabit","not_gigabit",4434,"benchmark met","under50"
"107",131709,"MI0375",2,"wolverine community library system","library","Yes","main branch, public library","Active","5716 W Main","Wolverine","MI",49799,NA,"Cheboygan",45.273358,-84.6044745,"Congressional District 1","Rural",NA,NA,NA,NA,17002325,"Northland Library Cooperative","consortium","220 West Clinton  Street","Charlevoix","MI",49720,"Congressional District 1",2022,221000348,2299000134,2299000134.001,"In-Window","Committed","Funded","FCDL Issued","Merit Network, Inc.",143004331,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",250,"Mbps",250,"Mbps",0,0,0,1,0,12,0,16800,0,16800,1,16800,16800,0.8,13440,3360,1400,1,NA,NA,NA,NA,NA,9,1493.33333333333,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","Yes","No",250,250,"served_not_gigabit","not_gigabit",2738,"benchmark met","under50"
"108",131723,"MI0101",2,"escanaba public library","library","Yes","main branch, public library","Active","400 Ludington St","Escanaba","MI",49829,3924,"Delta",45.7461965,-87.0529527,"Congressional District 1","Rural",NA,NA,NA,NA,17018341,"Superiorland Library Cooperative E-Rate Consortium","consortium","1615 Presque Isle Ave","Marquette","MI",49855,"Congressional District 1",2022,221002067,2299001526,2299001526.007,"In-Window","Committed","Funded","FCDL Issued","Merit Network, Inc.",143004331,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",500,"Mbps",500,"Mbps",1710,0,1710,1,1710,12,20520,0,0,0,1,0,20520,0.74,15184.8,5335.2,17000,NA,NA,NA,NA,NA,1026,20,759.24,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","No",500,500,"served_not_gigabit","not_gigabit",25830,"benchmark met","under50"
"109",131730,"MI0112",2,"forsyth township pub library","library","Yes","public library","Active","180 West Flint St.","Gwinn","MI",49841,NA,"Marquette",46.2793398,-87.4381659,"Congressional District 1","Rural",NA,NA,NA,NA,17018341,"Superiorland Library Cooperative E-Rate Consortium","consortium","1615 Presque Isle Ave","Marquette","MI",49855,"Congressional District 1",2022,221002076,2299001534,2299001534.004,"In-Window","Committed","Funded","FCDL Issued","Peninsula Fiber Network LLC",143033342,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",150,"Mbps",150,"Mbps",852,0,852,1,852,12,10224,0,0,0,0,0,10224,0.83,8485.92,1738.08,4112,NA,NA,NA,NA,NA,NA,5,1697.184,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","No",150,150,"served_not_gigabit","not_gigabit",6164,"benchmark met","under50"
"110",131732,"MI0173",2,"ishpeming public library","library","Yes","main branch, public library","Active","317 N Main St","Ishpeming","MI",49849,1907,"Marquette",46.4913804,-87.6695169,"Congressional District 1","Rural",NA,NA,NA,NA,17018341,"Superiorland Library Cooperative E-Rate Consortium","consortium","1615 Presque Isle Ave","Marquette","MI",49855,"Congressional District 1",2022,221002076,2299001534,2299001534.004,"In-Window","Committed","Funded","FCDL Issued","Peninsula Fiber Network LLC",143033342,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",150,"Mbps",150,"Mbps",852,0,852,1,852,12,10224,0,0,0,0,0,10224,0.83,8485.92,1738.08,11500,NA,NA,NA,NA,NA,NA,5,1697.184,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","No",150,150,"served_not_gigabit","not_gigabit",13600,"benchmark met","under50"
"111",131740,"MI0268",2,"peter white public library","library","Yes","public library","Active","217 N Front St","Marquette","MI",49855,4220,"Marquette",46.5450222,-87.3930552,"Congressional District 1","Urban",NA,NA,NA,NA,17018341,"Superiorland Library Cooperative E-Rate Consortium","consortium","1615 Presque Isle Ave","Marquette","MI",49855,"Congressional District 1",2022,221002067,2299001526,2299001526.007,"In-Window","Committed","Funded","FCDL Issued","Merit Network, Inc.",143004331,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",500,"Mbps",500,"Mbps",1710,0,1710,1,1710,12,20520,0,0,0,1,0,20520,0.74,15184.8,5335.2,57000,NA,NA,NA,NA,NA,1026,20,759.24,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","No",500,500,"served_not_gigabit","not_gigabit",36441,"benchmark met","under50"
"112",131744,"MI0318",2,"spies public library","library","Yes","public library","Active","940 1st St","Menominee","MI",49858,3234,"Menominee",45.1074657,-87.6048004,"Congressional District 1","Rural",NA,NA,NA,NA,17018341,"Superiorland Library Cooperative E-Rate Consortium","consortium","1615 Presque Isle Ave","Marquette","MI",49855,"Congressional District 1",2022,221002067,2299001526,2299001526.007,"In-Window","Committed","Funded","FCDL Issued","Merit Network, Inc.",143004331,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",500,"Mbps",500,"Mbps",1710,0,1710,1,1710,12,20520,0,0,0,1,0,20520,0.74,15184.8,5335.2,17000,NA,NA,NA,NA,NA,1026,20,759.24,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","No",500,500,"served_not_gigabit","not_gigabit",9645,"benchmark met","under50"
"113",131765,"MI0032",2,"bessemer public library","library","Yes","main branch, public library","Active","411 S Sophie St","Bessemer","MI",49911,NA,"Gogebic",46.4780043,-90.0504092,"Congressional District 1","Rural",NA,NA,NA,NA,17018341,"Superiorland Library Cooperative E-Rate Consortium","consortium","1615 Presque Isle Ave","Marquette","MI",49855,"Congressional District 1",2022,221002067,2299001526,2299001526.007,"In-Window","Committed","Funded","FCDL Issued","Merit Network, Inc.",143004331,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",500,"Mbps",500,"Mbps",1710,0,1710,1,1710,12,20520,0,0,0,1,0,20520,0.74,15184.8,5335.2,2500,NA,NA,NA,NA,NA,1026,20,759.24,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","No",500,500,"served_not_gigabit","not_gigabit",5414,"benchmark met","under50"
"114",131771,"MI0077",2,"crystal falls dist comm lib","library","Yes","public library","Active","237 Superior Ave","Crystal Falls","MI",49920,1331,"Iron",46.0965473,-88.3302449,"Congressional District 1","Rural",NA,NA,NA,NA,17018341,"Superiorland Library Cooperative E-Rate Consortium","consortium","1615 Presque Isle Ave","Marquette","MI",49855,"Congressional District 1",2022,221002067,2299001526,2299001526.007,"In-Window","Committed","Funded","FCDL Issued","Merit Network, Inc.",143004331,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",500,"Mbps",500,"Mbps",1710,0,1710,1,1710,12,20520,0,0,0,1,0,20520,0.74,15184.8,5335.2,4580,NA,NA,NA,NA,NA,1026,20,759.24,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","No",500,500,"served_not_gigabit","not_gigabit",3453,"benchmark met","under50"
"115",131778,"MI0276",2,"portage lake district library","library","Yes","public library","Active","58 Huron St","Houghton","MI",49931,2105,"Houghton",47.1220779,-88.5683481,"Congressional District 1","Rural",NA,NA,NA,NA,17018341,"Superiorland Library Cooperative E-Rate Consortium","consortium","1615 Presque Isle Ave","Marquette","MI",49855,"Congressional District 1",2022,221002067,2299001526,2299001526.007,"In-Window","Committed","Funded","FCDL Issued","Merit Network, Inc.",143004331,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",500,"Mbps",500,"Mbps",1710,0,1710,1,1710,12,20520,0,0,0,1,0,20520,0.74,15184.8,5335.2,12650,NA,NA,NA,NA,NA,1026,20,759.24,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","No",500,500,"served_not_gigabit","not_gigabit",19629,"benchmark met","under50"
"116",131780,"MI0364",2,"west iron district library","library","Yes","public library","Active","116 Genesee Street Po Box 328","Iron River","MI",49935,328,"Iron",46.0917087,-88.639573,"Congressional District 1","Rural",NA,NA,NA,NA,17018341,"Superiorland Library Cooperative E-Rate Consortium","consortium","1615 Presque Isle Ave","Marquette","MI",49855,"Congressional District 1",2022,221002067,2299001526,2299001526.007,"In-Window","Committed","Funded","FCDL Issued","Merit Network, Inc.",143004331,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",500,"Mbps",500,"Mbps",1710,0,1710,1,1710,12,20520,0,0,0,1,0,20520,0.74,15184.8,5335.2,10000,NA,NA,NA,NA,NA,1026,20,759.24,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","No",500,500,"served_not_gigabit","not_gigabit",7370,"benchmark met","under50"
"117",131781,"MI0172",2,"ironwood carnegie library","library","Yes","public library","Active","235 E Aurora St","Ironwood","MI",49938,2111,"Gogebic",46.4550996,-90.1670236,"Congressional District 1","Rural",NA,NA,NA,NA,17018341,"Superiorland Library Cooperative E-Rate Consortium","consortium","1615 Presque Isle Ave","Marquette","MI",49855,"Congressional District 1",2022,221002067,2299001526,2299001526.007,"In-Window","Committed","Funded","FCDL Issued","Merit Network, Inc.",143004331,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",500,"Mbps",500,"Mbps",1710,0,1710,1,1710,12,20520,0,0,0,1,0,20520,0.74,15184.8,5335.2,2744,NA,NA,NA,NA,NA,1026,20,759.24,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","No",500,500,"served_not_gigabit","not_gigabit",5713,"benchmark met","under50"
"118",131795,"MI0350",2,"wakefield public library","library","Yes","public library","Active","401 Hancock St","Wakefield","MI",49968,1330,"Gogebic",46.4747111,-89.9425076,"Congressional District 1","Rural",NA,NA,NA,NA,17018341,"Superiorland Library Cooperative E-Rate Consortium","consortium","1615 Presque Isle Ave","Marquette","MI",49855,"Congressional District 1",2022,221002067,2299001526,2299001526.007,"In-Window","Committed","Funded","FCDL Issued","Merit Network, Inc.",143004331,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",500,"Mbps",500,"Mbps",1710,0,1710,1,1710,12,20520,0,0,0,1,0,20520,0.74,15184.8,5335.2,1800,NA,NA,NA,NA,NA,1026,20,759.24,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","No",500,500,"served_not_gigabit","not_gigabit",2156,"benchmark met","under50"
"119",134963,"MT0052",2,"moore public library","library","Yes","public library","Active","403 Fergus Ave.","Moore","MT",59464,161,"Fergus",46.972928,-109.694846,"Congressional District (at Large)","Rural",NA,NA,NA,NA,134963,"Moore Public Library","library","403 Fergus Ave.","Moore","MT",59464,"Congressional District (at Large)",2022,221011245,2299015351,2299015351.001,"In-Window","Committed","Funded","FCDL Issued","Triangle Telephone Cooperative Association, Inc.",143002544,"Category1","Data Transmission and/or Internet Access","Copper","Digital Subscriber Line (DSL)",25,"Mbps",25,"Mbps",79,0,79,1,79,12,948,0,0,0,0,0,948,0.7,663.6,284.4,700,1,NA,NA,NA,NA,948,1,663.6,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","Yes","No",25,25,"underserved","not_gigabit",495,"benchmark not met","under50"
"120",135837,"IL0040",2,"ida public library","library","Yes","public library","Active","320 N State St","Belvidere","IL",61008,3225,"Boone",42.261678,-88.84576,"Congressional District 16","Urban",NA,NA,NA,NA,135837,"Ida Public Library","library","320 N State St","Belvidere","IL",61008,"Congressional District 16",2022,221008563,2299009780,2299009780.001,"In-Window","Committed","Funded","FCDL Issued","Northern Illinois University",143031566,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",50,"Mbps",50,"Mbps",0,0,0,0,0,12,0,2400,0,2400,1,2400,2400,0.8,1920,480,15000,1,NA,NA,NA,NA,NA,1,1920,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","Yes","No",50,50,"underserved","not_gigabit",25585,"benchmark not met","under50"
"121",135840,"IL0066",2,"byron public library district","library","Yes","main branch, public library","Active","100 S Washington St","Byron","IL",61010,1460,"Ogle",42.1249193,-89.2597018,"Congressional District 16","Rural",NA,NA,NA,NA,135840,"Byron Public Library District","library","100 S Washington St","Byron","IL",61010,"Congressional District 16",2022,221012385,2299014843,2299014843.001,"In-Window","Committed","Funded","FCDL Issued","Northern Illinois University",143031566,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",100,"Mbps",100,"Mbps",0,0,0,0,0,12,0,3300,0,3300,1,3300,3300,0.6,1980,1320,27640,1,NA,NA,NA,NA,NA,1,1980,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","Yes","No",100,100,"served_not_gigabit","not_gigabit",7989,"benchmark met","under50"
"122",135843,"IL0096",2,"cherry valley district library","library","Yes","public library","Active","755 E State St","Cherry Valley","IL",61016,9699,"Winnebago",42.2355122,-88.9446971,"Congressional District 16","Urban",NA,NA,NA,NA,135843,"Cherry Valley District Library","library","755 E State St","Cherry Valley","IL",61016,"Congressional District 16",2022,221011032,2299013051,2299013051.001,"In-Window","Committed","Funded","FCDL Issued","MTCO Communications, Inc.",143004068,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",20,"Mbps",150,"Mbps",202.87,0,202.87,1,202.87,12,2434.44,0,0,0,0,0,2434.44,0.9,2190.996,243.44,13300,1,NA,NA,NA,NA,2434.44,1,2190.996,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","Yes","No",150,150,"served_not_gigabit","not_gigabit",16008,"benchmark met","under50"
"123",135897,"IL0520",2,"talcott free public library","library","Yes","public library","Active","101 E Main St","Rockton","IL",61072,2519,"Winnebago",42.4527869,-89.072149,"Congressional District 16","Urban",NA,NA,NA,NA,135897,"Talcott Free Public Library","library","101 E Main St","Rockton","IL",61072,"Congressional District 16",2022,221005592,2299039541,2299039541.001,"In-Window","Committed","Funded","FCDL Issued","Northern Illinois University",143031566,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",250,"Mbps",250,"Mbps",393.75,0,393.75,1,393.75,12,4725,0,0,0,0,0,4725,0.5,2362.5,2362.5,10584,NA,NA,NA,NA,NA,4725,1,2362.5,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","No",250,250,"served_not_gigabit","not_gigabit",13777,"benchmark met","under50"
"124",135926,"IL0387",2,"north suburban dist library","library","Yes","public library","Active","6340 N 2nd St","Loves Park","IL",61111,4184,"Winnebago",42.3227489,-89.0585791,"Congressional District 16","Urban",NA,NA,NA,NA,135926,"North Suburban Dist Library","library","6340 N 2nd St","Loves Park","IL",61111,"Congressional District 16",2022,221005589,2299056899,2299056899.001,"In-Window","Committed","Funded","FCDL Issued","Northern Illinois University",143031566,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",500,"Mbps",500,"Mbps",916.67,0,916.67,1,916.67,12,11000.04,0,0,0,0,0,11000.04,0.8,8800.032,2200.01,54000,1,NA,NA,NA,NA,11000.04,1,8800.032,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","Yes","No",500,500,"served_not_gigabit","not_gigabit",70389,"benchmark not met","over50"
"125",136901,"MO0071",2,"washington public library","library","Yes","main branch, public library","Active","410 Lafayette St","Washington","MO",63090,2607,"Franklin",38.557501,-91.013294,"Congressional District 3","Rural",NA,NA,NA,NA,136901,"Washington Public Library","library","410 Lafayette St","Washington","MO",63090,"Congressional District 3",2022,221028360,2299040264,2299040264.001,"In-Window","Committed","Funded","FCDL Issued","NOC, LLC",143052342,"Category1","Data Transmission and/or Internet Access","Fiber","DS-4",274.176,"Mbps",274.176,"Mbps",833.33,0,833.33,1,833.33,12,9999.96,0,0,0,10000,0,9999.96,0.6,5999.976,3999.98,22460,1,NA,NA,NA,NA,9999.96,1,5999.976,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","Yes","No",274.176,274.176,"served_not_gigabit","not_gigabit",8713,"benchmark met","under50"
"126",138540,"NE0190",3,"rising city community library","library","Yes","public library","Active","General Delivery","Rising City","NE",68658,9999,"Butler",41.1979835,-97.2964413,"Congressional District 1","Rural",NA,NA,NA,NA,138540,"Rising City Community Library","library","General Delivery","Rising City","NE",68658,"Congressional District 1",2022,221032087,2299046716,2299046716.002,"In-Window","Committed","Funded","FCDL Issued","Eagle Broadband Investments LLC",143051681,"Category1","Data Transmission and/or Internet Access","Other","Broadband Over Power Lines",10,"Mbps",100,"Mbps",99.99,0,99.99,1,99.99,12,1199.88,0,0,0,0,0,1199.88,0.7,839.916,359.96,0,1,NA,NA,NA,NA,1199.88,1,839.916,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","Yes","No",100,100,"served_not_gigabit","not_gigabit",489,"benchmark met","under50"
"127",141158,"TX0437",2,"coleman public library","library","Yes",NA,"Active","402 S Commercial Ave","Coleman","TX",76834,4202,"Coleman",31.8279659,-99.4233832,"Congressional District 11","Rural",NA,NA,NA,NA,141158,"Coleman Public Library","library","402 S Commercial Ave","Coleman","TX",76834,"Congressional District 11",2022,221002307,2299018833,2299018833.001,"In-Window","Committed","Funded","FCDL Issued","Coleman County Telephone Cooperative, Inc.",143002417,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",250,"Mbps",250,"Mbps",270,0,270,1,270,12,3240,0,0,0,0,0,3240,0.8,2592,648,NA,1,NA,NA,NA,NA,3240,1,2592,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","Yes","No",250,250,"served_not_gigabit","not_gigabit",8175,"benchmark met","under50"
"128",145280,"WA0068",2,"tacoma public library","library","No","main branch, public library","Active","1102 Tacoma Ave S","Tacoma","WA",98402,2006,"Pierce",47.252204,-122.444755,"Congressional District 6","Urban",NA,NA,NA,NA,17001842,"Tacoma Public Library","library system","1102 Tacoma Ave S","Tacoma","WA",98402,"Congressional District 6",2022,221014101,2299017176,2299017176.001,"In-Window","Committed","Funded","FCDL Issued","Rainier Connect North, LLC",143052298,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",2350,0,2350,1,2350,12,28200,0,0,0,0,0,28200,0.8,22560,5640,95727,1,NA,NA,NA,NA,2820,10,2256,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","Yes","No",1000,1000,"gigabit","gigabit",213300,"benchmark met","over50"
"129",146332,"MI0253",2,"ogemaw district library","library","Yes","main branch, public library","Active","107 W Main St","Rose City","MI",48654,NA,"Ogemaw",44.4213,-84.116321,"Congressional District 4","Rural",NA,NA,NA,NA,17002325,"Northland Library Cooperative","consortium","220 West Clinton  Street","Charlevoix","MI",49720,"Congressional District 1",2022,221000348,2299000134,2299000134.001,"In-Window","Committed","Funded","FCDL Issued","Merit Network, Inc.",143004331,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",250,"Mbps",250,"Mbps",0,0,0,1,0,12,0,16800,0,16800,1,16800,16800,0.8,13440,3360,6440,1,NA,NA,NA,NA,NA,9,1493.33333333333,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","Yes","No",250,250,"served_not_gigabit","not_gigabit",12561,"benchmark met","under50"
"130",147582,"MI0405",2,"addison township public library","library","Yes","public library","Active","1440 Rochester Rd","Leonard","MI",48367,3560,NA,42.8206392,-83.1464065,"Congressional District 8","Rural",NA,NA,NA,NA,147551,"The Library Network","consortium","41365 Vincenti Ct","Novi","MI",48375,"Congressional District 11",2022,221029870,2299042801,2299042801.001,"In-Window","Committed","Funded","FCDL Issued","Merit Network, Inc.",143004331,"Category1","Data Transmission and/or Internet Access","Fiber","Switched Multimegabit Data Service",50,"Mbps",50,"Mbps",42.42,0,42.42,11,466.62,12,5599.44,0,0,0,0,0,5599.44,0.69,3863.6136,1735.83,3000,1,NA,NA,NA,NA,509.04,11,351.2376,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","Yes","No",50,50,"underserved","not_gigabit",6351,"benchmark not met","under50"
"131",147583,"MI0015",2,"auburn hills public library","library","Yes","public library","Active","3400 E Seyburn Dr","Auburn Hills","MI",48326,2759,NA,42.669784,-83.222029,"Congressional District 11","Urban",NA,NA,NA,NA,147551,"The Library Network","consortium","41365 Vincenti Ct","Novi","MI",48375,"Congressional District 11",2022,221029870,2299042801,2299042801.009,"In-Window","Committed","Funded","FCDL Issued","Merit Network, Inc.",143004331,"Category1","Data Transmission and/or Internet Access","Fiber","Switched Multimegabit Data Service",150,"Mbps",150,"Mbps",127.25,0,127.25,6,763.5,12,9162,0,0,0,0,0,9162,0.69,6321.78,2840.22,20500,1,NA,NA,NA,NA,1527,6,1053.63,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","Yes","No",150,150,"served_not_gigabit","not_gigabit",21412,"benchmark met","under50"
