"","FSCSKEY","FSCS_SEQ","LIBID","LIBNAME","ADDRESS","CITY","STABR","ZIP","C_ADMIN","C_OUT_TY","LATITUDE","LONGITUD","PLS_YEAR","n","ros_entity_number"
"1435","IL0029",NA,"30029","AURORA PUBLIC LIBRARY","101 SOUTH RIVER STREET","AURORA","IL",60506,"MO",NA,41.756964,-88.319689,2015,1,NA
"1436","IL0030",2,"3067700","VILLAGE OF AVON PUBLIC LIBRARY","105 SOUTH MAIN STREET","AVON","IL",61415,NA,"CE",40.66191215,-90.43509701,2020,1,NA
"1437","IL0031",2,"3003100","BARCLAY PUBLIC LIBRARY DISTRICT","220 SOUTH MAIN STREET","WARRENSBURG","IL",62573,NA,"CE",39.92931237,-89.06233615,2020,1,NA
"1438","IL0032",2,"3003200","BARRINGTON PUBLIC LIBRARY DISTRICT","505 NORTH NORTHWEST HIGHWAY","BARRINGTON","IL",60010,NA,"CE",42.1593792,-88.12760659,2020,1,NA
"1439","IL0032",3,"3003201","SOUTH BRANCH","3 TENNIS CLUB LANE","SOUTH BARRINGTON","IL",60010,NA,"BR",42.074217,-88.142898,2018,1,NA
"1440","IL0035",2,"3003500","BATAVIA PUBLIC LIBRARY DISTRICT","10 SOUTH BATAVIA AVENUE","BATAVIA","IL",60510,NA,"CE",41.84939328,-88.31189488,2020,1,NA
"1441","IL0036",2,"3003600","BEARDSTOWN HOUSTON MEMORIAL PUBLIC LIBRARY","13 BOULEVARD ROAD","BEARDSTOWN","IL",62618,NA,"CE",40.00615778,-90.42755762,2020,1,NA
"1442","IL0037",2,"3003700","BEDFORD PARK PUBLIC LIBRARY DISTRICT","7816 WEST 65TH PLACE","BEDFORD PARK","IL",60501,NA,"CE",41.772728,-87.81640698,2020,1,NA
"1443","IL0039",2,"3004200","BELLWOOD PUBLIC LIBRARY","600 BOHLAND AVENUE","BELLWOOD","IL",60104,NA,"CE",41.881343,-87.87713747,2020,1,NA
"1444","IL0041",2,"3004300","BEMENT PUBLIC LIBRARY DISTRICT","349 SOUTH MACON STREET","BEMENT","IL",61813,NA,"CE",39.91977184,-88.57142333,2020,1,NA
"1445","IL0042",2,"3004400","BENSENVILLE COMMUNITY PUBLIC LIBRARY DISTRICT","200 SOUTH CHURCH ROAD","BENSENVILLE","IL",60106,NA,"CE",41.95226182,-87.9511159,2020,1,NA
"1446","IL0044",2,"3004600","BERKELEY PUBLIC LIBRARY","1637 NORTH TAFT AVENUE","BERKELEY","IL",60163,NA,"CE",41.88406402,-87.91302249,2020,1,NA
"1447","IL0045",2,"3004700","BERTOLET MEMORIAL LIBRARY DISTRICT","705 MAIN STREET","LEAF RIVER","IL",61047,NA,"CE",42.12025268,-89.40388688,2020,1,NA
"1448","IL0047",2,"3005000","BETHALTO PUBLIC LIBRARY DISTRICT","321 SOUTH PRAIRIE STREET","BETHALTO","IL",62010,NA,"CE",38.90746798,-90.04054859,2020,1,NA
"1449","IL0049",2,"3005200","BLOOMINGDALE PUBLIC LIBRARY","101 FAIRFIELD WAY","BLOOMINGDALE","IL",60108,NA,"CE",41.94852492,-88.07917092,2020,1,NA
"1450","IL0050",4,"3005300","BLOOMINGTON PUBLIC LIBRARY","205 EAST OLIVE STREET","BLOOMINGTON","IL",61701,NA,"CE",40.47686778,-88.99140362,2020,1,NA
"1451","IL0050",5,"3005301","BLOOMINGTON PUBLIC LIBRARY BOOKMOBILE","205 EAST OLIVE STREET","BLOOMINGTON","IL",61701,NA,"BS",40.47686778,-88.99140362,2020,1,NA
"1452","IL0052",2,"3005500","BLUE MOUND MEMORIAL LIBRARY DISTRICT","213 NORTH SAINT MARIE STREET","BLUE MOUND","IL",62513,NA,"CE",39.70063687,-89.12279431,2020,1,NA
"1453","IL0054",2,"3005900","BOURBONNAIS PUBLIC LIBRARY DISTRICT","250 WEST JOHN CASEY ROAD","BOURBONNAIS","IL",60914,NA,"CE",41.16570063,-87.87943621,2020,1,NA
"1454","IL0057",2,"3006200","BREESE PUBLIC LIBRARY","530 NORTH THIRD STREET","BREESE","IL",62230,NA,"CE",38.6097976,-89.52828732,2020,1,NA
"1455","IL0058",2,"3006300","BRIDGEVIEW PUBLIC LIBRARY","7840 WEST 79TH STREET","BRIDGEVIEW","IL",60455,NA,"CE",41.74774548,-87.81574657,2020,1,NA
"1456","IL0061",2,"3006700","BROOKFIELD PUBLIC LIBRARY","3609 GRAND BOULEVARD","BROOKFIELD","IL",60513,NA,"CE",41.82538131,-87.84836944,2020,1,NA
"1457","IL0062",2,"3044100","MASON MEMORIAL PUBLIC LIBRARY","104 WEST MAIN STREET","BUDA","IL",61314,NA,"CE",41.32680736,-89.6794163,2020,1,NA
"1458","IL0065",2,"3007200","BUSHNELL PUBLIC LIBRARY DISTRICT","455 NORTH DEAN STREET","BUSHNELL","IL",61422,NA,"CE",40.55308954,-90.51109489,2020,1,NA
"1459","IL0068",2,"3007600","CAIRO PUBLIC LIBRARY","1609 WASHINGTON AVENUE","CAIRO","IL",62914,NA,"CE",37.00343368,-89.17354757,2020,1,NA
"1460","IL0070",2,"3007800","CALUMET PARK PUBLIC LIBRARY","1500 WEST 127TH STREET","CALUMET PARK","IL",60827,NA,"CE",41.66298466,-87.65866123,2020,1,NA
"1461","IL0071",2,"3008000","CAMBRIDGE PUBLIC LIBRARY DISTRICT","212 WEST CENTER STREET","CAMBRIDGE","IL",61238,NA,"CE",41.3027616,-90.19571187,2020,1,NA
"1462","IL0076",2,"3009200","CASE-HALSTEAD PUBLIC LIBRARY","550 SIXTH STREET","CARLYLE","IL",62231,NA,"CE",38.61075458,-89.36504323,2020,1,NA
"1463","IL0078",2,"3008600","CAROL STREAM PUBLIC LIBRARY","616 HIAWATHA DRIVE","CAROL STREAM","IL",60188,NA,"CE",41.91841993,-88.12940895,2020,1,NA
"1464","IL0080",2,"3008800","CARROLLTON PUBLIC LIBRARY","509 SOUTH MAIN STREET","CARROLLTON","IL",62016,NA,"CE",39.30098249,-90.40799597,2020,1,NA
"1465","IL0084",2,"3009300","CASEY TOWNSHIP LIBRARY","307 EAST MAIN STREET","CASEY","IL",62420,NA,"CE",39.30043503,-87.98908055,2020,1,NA
"1466","IL0087",2,"3009600","CENTRAL PUBLIC LIBRARY DISTRICT","701 SOUTH OAK STREET #A","EVANSVILLE","IL",62242,NA,"CE",38.09135732,-89.9341827,2020,1,NA
"1467","IL0089",2,"3036000","HOPE WELTY PUBLIC LIBRARY DISTRICT","100 SOUTH MADISON STREET","CERRO GORDO","IL",61818,NA,"CE",39.89033129,-88.73025445,2020,1,NA
"1468","IL0090",2,"3009800","CHADWICK PUBLIC LIBRARY DISTRICT","110 MAIN STREET","CHADWICK","IL",61014,NA,"CE",42.012495,-89.89093787,2020,1,NA
"1469","IL0093",2,"3010100","CHATHAM AREA PUBLIC LIBRARY DISTRICT","600 EAST SPRUCE STREET","CHATHAM","IL",62629,NA,"CE",39.6723565,-89.6975301,2020,1,NA
"1470","IL0094",2,"3010200","CHATSWORTH TOWNSHIP LIBRARY","501 EAST SCHOOL STREET","CHATSWORTH","IL",60921,NA,"CE",40.74969325,-88.29021363,2020,1,NA
"1471","IL0095",2,"3010400","CHENOA PUBLIC LIBRARY DISTRICT","230 SOUTH GREEN STREET","CHENOA","IL",61726,NA,"CE",40.74300587,-88.72075415,2020,1,NA
"1472","IL0103",2,"3019400","CHRISMAN PUBLIC LIBRARY","108 NORTH ILLINOIS STREET","CHRISMAN","IL",61924,NA,"CE",39.80358915,-87.67906337,2020,1,NA
"1473","IL0105",2,"3019600","CICERO PUBLIC LIBRARY","5225 WEST CERMAK ROAD","CICERO","IL",60804,NA,"CE",41.85104762,-87.75531464,2020,1,NA
"1474","IL0106",2,"3070900","WILLOW BRANCH TOWNSHIP LIBRARY","330 NORTH ELDON STREET","CISCO","IL",61830,NA,"CE",40.01406523,-88.7271186,2020,1,NA
"1475","IL0107",2,"3019800","CLARENDON HILLS PUBLIC LIBRARY","7 NORTH PROSPECT AVENUE","CLARENDON HILLS","IL",60514,NA,"CE",41.79811242,-87.95477988,2020,1,NA
"1476","IL0113",2,"3043700","MARTIN TOWNSHIP PUBLIC LIBRARY","132 WEST MAIN STREET","COLFAX","IL",61728,NA,"CE",40.56698934,-88.61767652,2020,1,NA
"1477","IL0115",2,"3020700","COLUMBIA PUBLIC LIBRARY","106 NORTH METTER AVENUE","COLUMBIA","IL",62236,NA,"CE",38.44392183,-90.19922497,2020,1,NA
"1478","IL0116",5,"3020802","COOK MEMORIAL PUBLIC LIBRARY DISTRICT BOOKMOBILE","701 ASPEN DRIVE","VERNON HILLS","IL",60061,NA,"BS",42.23906725,-87.96896801,2020,1,NA
"1479","IL0117",2,"3020900","CORDOVA DISTRICT LIBRARY","402 MAIN AVENUE","CORDOVA","IL",61242,NA,"CE",41.68006849,-90.32534403,2020,1,NA
"1480","IL0120",2,"3023700","DRY POINT TOWNSHIP LIBRARY","COUNTY HIGHWAY 651","COWDEN","IL",62422,NA,"CE",39.24062956,-88.87099871,2020,1,NA
"1481","IL0121",4,"3021102","PITTSBURG BRANCH LIBRARY","302 WEST AVERY AVENUE","PITTSBURG","IL",62974,NA,"BR",37.779648,-88.853012,2015,1,NA
"1482","IL0123",2,"3021300","CRETE PUBLIC LIBRARY DISTRICT","1177 NORTH MAIN STREET","CRETE","IL",60417,NA,"CE",41.44999405,-87.63189279,2020,1,NA
"1483","IL0125",2,"3021500","CRYSTAL LAKE PUBLIC LIBRARY","126 PADDOCK STREET","CRYSTAL LAKE","IL",60014,NA,"CE",42.23933279,-88.3247539,2020,1,NA
"1484","IL0126",2,"3021600","CUTLER PUBLIC LIBRARY","409 SOUTH MAIN STREET","CUTLER","IL",62238,NA,"CE",38.03002201,-89.56549291,2020,1,NA
"1485","IL0127",2,"3021700","DAHLGREN PUBLIC LIBRARY","THIRD AND DALE STREETS","DAHLGREN","IL",62828,NA,"CE",38.21238,-88.568366,2014,1,NA
"1486","IL0127",NA,"30217","DAHLGREN PUBLIC LIBRARY","THIRD AND DALE STREETS","DAHLGREN","IL",62828,"SO",NA,38.195133,-88.684697,2015,1,NA
"1487","IL0128",2,"3021800","DANVERS TOWNSHIP LIBRARY","117 EAST EXCHANGE STREET","DANVERS","IL",61732,NA,"CE",40.52849696,-89.17709777,2020,1,NA
"1488","IL0130",2,"3036600","INDIAN PRAIRIE PUBLIC LIBRARY DISTRICT","401 PLAINFIELD ROAD","DARIEN","IL",60561,NA,"CE",41.75650955,-87.9558636,2020,1,NA
"1489","IL0133",2,"3022200","DEER CREEK DISTRICT LIBRARY","205 EAST FIRST AVENUE","DEER CREEK","IL",61733,NA,"CE",40.62763919,-89.330517,2020,1,NA
"1490","IL0134",2,"3022300","DEERFIELD PUBLIC LIBRARY","920 WAUKEGAN ROAD","DEERFIELD","IL",60015,NA,"CE",42.16945772,-87.84691409,2020,1,NA
"1491","IL0136",2,"3031300","GOOSE CREEK TOWNSHIP CARNEGIE LIBRARY","220 NORTH HIGHWAY AVENUE","DELAND","IL",61839,NA,"CE",40.12174956,-88.64519732,2020,1,NA
"1492","IL0137",2,"3003000","AYER PUBLIC LIBRARY DISTRICT","208 LOCUST STREET","DELAVAN","IL",61734,NA,"CE",40.3742489,-89.54718088,2020,1,NA
"1493","IL0138",3,"3022601","DES PLAINES PUBLIC LIBRARY BOOKMOBILE","1501 ELLINWOOD STREET","DES PLAINES","IL",60016,NA,"BS",42.0412049,-87.8883433,2014,1,NA
"1494","IL0139",4,"3022701","CREST HILL BRANCH LIBRARY","20670 LEN KUBINSKI DRIVE","CREST HILL","IL",60403,NA,"BR",41.5700348,-88.11896434,2020,1,NA
"1495","IL0139",5,"3022700","ROMEOVILLE LIBRARY","201 WEST NORMANTOWN ROAD","ROMEOVILLE","IL",60446,NA,"CE",41.65448641,-88.08567905,2020,1,NA
"1496","IL0139",6,"3022702","LOCKPORT BRANCH LIBRARY","121 EAST EIGHTH STREET","LOCKPORT","IL",60441,NA,"BR",41.59011315,-88.05600997,2020,1,NA
"1497","IL0140",2,"3022800","DIVERNON TOWNSHIP LIBRARY","221 SOUTH SECOND STREET","DIVERNON","IL",62530,NA,"CE",39.56524881,-89.65855835,2020,1,NA
"1498","IL0145",2,"3023600","DOWNERS GROVE PUBLIC LIBRARY","1050 CURTISS STREET","DOWNERS GROVE","IL",60515,NA,"CE",41.79376594,-88.01118145,2020,1,NA
"1499","IL0147",2,"3023900","DUNLAP PUBLIC LIBRARY DISTRICT","302 SOUTH FIRST STREET","DUNLAP","IL",61525,NA,"CE",40.85736625,-89.67353841,2020,1,NA
"1500","IL0149",2,"3055700","PRAIRIE CREEK PUBLIC LIBRARY DISTRICT","501 CARRIAGE HOUSE LANE","DWIGHT","IL",60420,NA,"CE",41.08937699,-88.42788752,2020,1,NA
"1501","IL0150",2,"3024100","EARLVILLE PUBLIC LIBRARY DISTRICT","205 WEST WINTHROP STREET","EARLVILLE","IL",60518,NA,"CE",41.58924017,-88.92301592,2020,1,NA
"1502","IL0152",2,"3024300","EAST DUBUQUE DISTRICT LIBRARY","122 WISCONSIN AVENUE","EAST DUBUQUE","IL",61025,NA,"CE",42.49237114,-90.64251403,2020,1,NA
"1503","IL0153",2,"3024400","EAST MOLINE PUBLIC LIBRARY","740 SIXTEENTH AVENUE","EAST MOLINE","IL",61244,NA,"CE",41.51496507,-90.44348277,2020,1,NA
"1504","IL0157",2,"3024800","EISENHOWER PUBLIC LIBRARY DISTRICT","4613 NORTH OKETO AVENUE","HARWOOD HEIGHTS","IL",60706,NA,"CE",41.96400986,-87.81206716,2020,1,NA
"1505","IL0158",2,"3025000","ELA AREA PUBLIC LIBRARY DISTRICT","275 MOHAWK TRAIL","LAKE ZURICH","IL",60047,NA,"CE",42.19483791,-88.08848481,2020,1,NA
"1506","IL0159",2,"3065700","TOWN AND COUNTRY PUBLIC LIBRARY DISTRICT","320 EAST NORTH STREET","ELBURN","IL",60119,NA,"CE",41.89226751,-88.46857998,2020,1,NA
"1507","IL0161",2,"3025300","ELIZABETH TOWNSHIP PUBLIC LIBRARY","210 EAST MYRTLE STREET","ELIZABETH","IL",61028,NA,"CE",42.31750941,-90.22227694,2020,1,NA
"1508","IL0162",2,"3025400","ELK GROVE VILLAGE PUBLIC LIBRARY","1001 WELLINGTON AVENUE","ELK GROVE VILLAGE","IL",60007,NA,"CE",42.00135966,-88.00861072,2020,1,NA
"1509","IL0163",2,"3025500","ELKHART PUBLIC LIBRARY DISTRICT","121 EAST BOHAN STREET","ELKHART","IL",62634,NA,"CE",40.02153152,-89.48202948,2020,1,NA
"1510","IL0169",2,"3024900","EL PASO DISTRICT LIBRARY","149 WEST FIRST STREET","EL PASO","IL",61738,NA,"CE",40.73937659,-89.01867188,2020,1,NA
"1511","IL0170",2,"3026100","ERIE PUBLIC LIBRARY DISTRICT","802 EIGHTH AVENUE","ERIE","IL",61250,NA,"CE",41.65576486,-90.07869756,2020,1,NA
"1512","IL0172",2,"3026500","EVANSTON PUBLIC LIBRARY","1703 ORRINGTON AVENUE","EVANSTON","IL",60201,NA,"CE",42.04866213,-87.68058,2020,1,NA
"1513","IL0172",3,"3026502","NORTH BRANCH","2026 CENTRAL STREET","EVANSTON","IL",60201,NA,"BR",42.06434136,-87.70205686,2020,1,NA
"1514","IL0172",6,"3026503","CHICAGO AVENUE/MAIN STREET BRANCH","900 CHICAGO AVENUE, SUITE 102","EVANSTON","IL",60202,NA,"BR",42.03419744,-87.6794595,2020,1,NA
"1515","IL0173",2,"3026600","EVANSVILLE PUBLIC LIBRARY","602 PUBLIC STREET","EVANSVILLE","IL",62242,NA,"CE",38.0907708,-89.93661082,2020,1,NA
"1516","IL0175",2,"3023400","DOMINY MEMORIAL LIBRARY","201 SOUTH THIRD STREET","FAIRBURY","IL",61739,NA,"CE",40.74563959,-88.513223,2020,1,NA
"1517","IL0177",2,"3066900","VANCE TOWNSHIP LIBRARY","107 SOUTH MAIN STREET","FAIRMOUNT","IL",61841,NA,"CE",40.04605868,-87.83054593,2020,1,NA
"1518","IL0179",2,"3027000","FARMER CITY PUBLIC LIBRARY","109 EAST GREEN STREET","FARMER CITY","IL",61842,NA,"CE",40.24338413,-88.64243557,2020,1,NA
"1519","IL0182",2,"3027700","FLOSSMOOR PUBLIC LIBRARY","1000 STERLING AVENUE","FLOSSMOOR","IL",60422,NA,"CE",41.54402198,-87.67851662,2020,1,NA
"1520","IL0183",2,"3027800","FONDULAC PUBLIC LIBRARY DISTRICT","400 RICHLAND STREET","EAST PEORIA","IL",61611,NA,"CE",40.67023909,-89.58609362,2020,1,NA
"1521","IL0184",2,"3028000","FOREST PARK PUBLIC LIBRARY","7555 JACKSON BOULEVARD","FOREST PARK","IL",60130,NA,"CE",41.87580772,-87.81431167,2020,1,NA
"1522","IL0185",2,"3028100","FORREST PUBLIC LIBRARY DISTRICT","301 WEST JAMES STREET","FORREST","IL",61741,NA,"CE",40.75325756,-88.41385696,2020,1,NA
"1523","IL0186",2,"3028200","FORRESTON PUBLIC LIBRARY","204 FIRST AVENUE","FORRESTON","IL",61030,NA,"CE",42.12620278,-89.57920151,2020,1,NA
"1524","IL0187",2,"3028300","FORSYTH PUBLIC LIBRARY","268 SOUTH ELWOOD STREET","FORSYTH","IL",62535,NA,"CE",39.9332478,-88.95087854,2020,1,NA
"1525","IL0188",2,"3028400","FOSSIL RIDGE PUBLIC LIBRARY DISTRICT","386 WEST KENNEDY ROAD","BRAIDWOOD","IL",60408,NA,"CE",41.26019071,-88.22363177,2020,1,NA
"1526","IL0188",3,"3028401","FOSSIL RIDGE PUBLIC LIBRARY DISTRICT BOOKMOBILE","386 WEST KENNEDY ROAD","BRAIDWOOD","IL",60408,NA,"BS",41.26019071,-88.22363177,2020,1,NA
"1527","IL0189",4,"3028501","FOUNTAINDALE PUBLIC LIBRARY DISTRICT BOOKMOBILE","300 WEST BRAIRCLIFF ROAD","BOLLINGBROOK","IL",60440,NA,"BS",41.69824292,-88.07938014,2020,1,NA
"1528","IL0189",5,"3028500","FOUNTAINDALE PUBLIC LIBRARY DISTRICT","300 WEST BRIARCLIFF ROAD","BOLINGBROOK","IL",60440,NA,"CE",41.69824292,-88.07938014,2020,1,NA
"1529","IL0190",2,"3028800","FOX LAKE PUBLIC LIBRARY DISTRICT","255 EAST GRAND AVENUE","FOX LAKE","IL",60020,NA,"CE",42.39361106,-88.16092113,2020,1,NA
"1530","IL0191",2,"3028900","FOX RIVER GROVE PUBLIC LIBRARY DISTRICT","407 LINCOLN AVENUE","FOX RIVER GROVE","IL",60021,NA,"CE",42.19781093,-88.22061881,2020,1,NA
"1531","IL0192",2,"3029000","FRANKFORT PUBLIC LIBRARY DISTRICT","21119 SOUTH PFEIFFER ROAD","FRANKFORT","IL",60423,NA,"CE",41.50591299,-87.82902258,2020,1,NA
"1532","IL0192",3,"3029001","FRANKFORT PUBLIC LIBRARY DISTRICT BOOKMOBILE","21119 SOUTH PFEIFFER ROAD","FRANKFORT","IL",60423,NA,"BS",41.505336,-87.829005,2016,1,NA
"1533","IL0193",2,"3029100","FRANKLIN GROVE PUBLIC LIBRARY","112 SOUTH ELM STREET","FRANKLIN GROVE","IL",61031,NA,"CE",41.84000802,-89.29947938,2020,1,NA
"1534","IL0194",2,"3029200","FRANKLIN PARK PUBLIC LIBRARY DISTRICT","10311 GRAND AVENUE","FRANKLIN PARK","IL",60131,NA,"CE",41.9302025,-87.882795,2020,1,NA
"1535","IL0196",2,"3029400","FREMONT PUBLIC LIBRARY DISTRICT","1170 NORTH MIDLOTHIAN ROAD","MUNDELEIN","IL",60060,NA,"CE",42.28206696,-88.02014665,2020,1,NA
"1536","IL0197",6,"3029507","BOOKMOBILE","270 N. GROVE AVENUE","ELGIN","IL",60120,NA,"BS",42.04253002,-88.28688748,2020,1,NA
"1537","IL0198",2,"3029600","GALENA PUBLIC LIBRARY DISTRICT","601 SOUTH BENCH STREET","GALENA","IL",61036,NA,"CE",42.41203947,-90.43158648,2020,1,NA
"1538","IL0200",2,"3029800","GALVA PUBLIC LIBRARY DISTRICT","120 NORTHWEST THIRD AVENUE","GALVA","IL",61434,NA,"CE",41.16779502,-90.04587747,2020,1,NA
"1539","IL0202",2,"3030000","GENEVA PUBLIC LIBRARY DISTRICT","127 JAMES STREET","GENEVA","IL",60134,NA,"CE",41.88663915,-88.30606083,2020,1,NA
"1540","IL0203",2,"3030100","GENOA PUBLIC LIBRARY DISTRICT","240 WEST MAIN STREET","GENOA","IL",60135,NA,"CE",42.09748827,-88.69451896,2020,1,NA
"1541","IL0206",2,"3030300","GILLESPIE PUBLIC LIBRARY","201 WEST CHESTNUT STREET","GILLESPIE","IL",62033,NA,"CE",39.12593235,-89.81747572,2020,1,NA
"1542","IL0208",2,"3030500","GIRARD TOWNSHIP LIBRARY","201 WEST MADISON STREET","GIRARD","IL",62640,NA,"CE",39.44541249,-89.77944803,2020,1,NA
"1543","IL0209",2,"3030600","GLEN ELLYN PUBLIC LIBRARY","400 DUANE STREET","GLEN ELLYN","IL",60137,NA,"CE",41.87546846,-88.07069682,2020,1,NA
"1544","IL0210",2,"3030700","GLENCOE PUBLIC LIBRARY","320 PARK AVENUE","GLENCOE","IL",60022,NA,"CE",42.1346623,-87.75846908,2020,1,NA
"1545","IL0213",2,"3031000","GLENWOOD-LYNWOOD PUBLIC LIBRARY DISTRICT","19901 STONY ISLAND AVENUE","LYNWOOD","IL",60411,NA,"CE",41.53337102,-87.57790252,2020,1,NA
"1546","IL0213",3,"3031001","GLENWOOD-LYNWOOD PUBLIC LIBRARY DISTRICT BOOKMOBILE","19901 STONY ISLAND AVENUE","LYNWOOD","IL",60411,NA,"BS",41.53337102,-87.57790252,2020,1,NA
"1547","IL0216",2,"3031600","GRANDE PRAIRIE PUBLIC LIBRARY DISTRICT","3479 WEST 183RD STREET","HAZEL CREST","IL",60429,NA,"CE",41.5571348,-87.70090552,2020,1,NA
"1548","IL0218",2,"3031900","GRANT PARK PUBLIC LIBRARY","107 WEST TAYLOR STREET","GRANT PARK","IL",60940,NA,"CE",41.2411275,-87.64505699,2020,1,NA
"1549","IL0219",2,"3032100","GRAYSLAKE AREA PUBLIC LIBRARY DISTRICT","100 LIBRARY LANE","GRAYSLAKE","IL",60030,NA,"CE",42.34667747,-88.03628165,2020,1,NA
"1550","IL0221",2,"3032400","GREEN HILLS PUBLIC LIBRARY DISTRICT","8611 WEST 103RD STREET","PALOS HILLS","IL",60465,NA,"CE",41.70369426,-87.83217786,2020,1,NA
"1551","IL0222",2,"3032500","GREENFIELD PUBLIC LIBRARY","515 CHESTNUT STREET","GREENFIELD","IL",62044,NA,"CE",39.34354396,-90.21097762,2020,1,NA
"1552","IL0223",2,"3032600","GREENUP TOWNSHIP PUBLIC LIBRARY","101 NORTH FRANKLIN STREET","GREENUP","IL",62428,NA,"CE",39.24663335,-88.16683531,2020,1,NA
"1553","IL0224",2,"3032700","GREENVILLE PUBLIC LIBRARY","414 WEST MAIN STREET","GREENVILLE","IL",62246,NA,"CE",38.8919412,-89.41494529,2020,1,NA
"1554","IL0225",2,"3032900","GRIDLEY PUBLIC LIBRARY DISTRICT","320 CENTER STREET","GRIDLEY","IL",61744,NA,"CE",40.74303604,-88.88115167,2020,1,NA
"1555","IL0231",2,"3022500","HARVARD DIGGINS LIBRARY","900 EAST MCKINLEY STREET","HARVARD","IL",60033,NA,"CE",42.42518879,-88.60237996,2020,1,NA
"1556","IL0233",2,"3033600","HAVANA PUBLIC LIBRARY DISTRICT","201 WEST ADAMS STREET","HAVANA","IL",62644,NA,"CE",40.29900539,-90.06257095,2020,1,NA
"1557","IL0233",3,"3033601","BATH SATELLITE","205 EAST FIRST STREET","BATH","IL",62617,NA,"BR",40.19048995,-90.14251724,2020,1,NA
"1558","IL0234",999,"30337","HAYNER PUBLIC LIBRARY DISTRICT","401 STATE STREET","ALTON","IL",62002,"MA",NA,38.892317,-90.188409,2014,1,NA
"1559","IL0236",3,"3034201","HENDERSON COUNTY PUBLIC LIBRARY DISTRICT BOOKMOBILE","110 HILL CREST DRIVE","BIGGSVILLE","IL",61418,NA,"BS",40.84940663,-90.86224818,2020,1,NA
"1560","IL0237",2,"3034400","HENRY PUBLIC LIBRARY","702 FRONT STREET","HENRY","IL",61537,NA,"CE",41.10903321,-89.35615544,2020,1,NA
"1561","IL0238",2,"3034500","HERRICK TOWNSHIP PUBLIC LIBRARY","303 NORTH BROADWAY STREET","HERRICK","IL",62431,NA,"CE",39.22257311,-88.98467594,2020,1,NA
"1562","IL0239",2,"3034600","HERRIN CITY LIBRARY","120 NORTH 13TH STREET","HERRIN","IL",62948,NA,"CE",37.80412563,-89.02523776,2020,1,NA
"1563","IL0242",2,"3034800","HIGHLAND PARK PUBLIC LIBRARY","494 LAUREL AVENUE","HIGHLAND PARK","IL",60035,NA,"CE",42.18448191,-87.79671839,2020,1,NA
"1564","IL0243",2,"3034900","HIGHWOOD PUBLIC LIBRARY","102 HIGHWOOD AVENUE","HIGHWOOD","IL",60040,NA,"CE",42.20222392,-87.81085514,2020,1,NA
"1565","IL0244",2,"3035000","HILLSBORO AREA PUBLIC LIBRARY DISTRICT","214 SCHOOL STREET","HILLSBORO","IL",62049,NA,"CE",39.15594107,-89.49167994,2020,1,NA
"1566","IL0245",2,"3035100","HILLSIDE PUBLIC LIBRARY","405 NORTH HILLSIDE AVENUE","HILLSIDE","IL",60162,NA,"CE",41.87724572,-87.90813559,2020,1,NA
"1567","IL0246",2,"3035200","HINSDALE PUBLIC LIBRARY","20 EAST MAPLE STREET","HINSDALE","IL",60521,NA,"CE",41.80469234,-87.92893493,2020,1,NA
"1568","IL0248",2,"3035400","HOMER COMMUNITY LIBRARY","500 EAST SECOND STREET","HOMER","IL",61849,NA,"CE",40.03758326,-87.95157472,2020,1,NA
"1569","IL0249",2,"3035500","HOMER TOWNSHIP PUBLIC LIBRARY DISTRICT","14320 WEST 151ST STREET","HOMER GLEN","IL",60491,NA,"CE",41.613767,-87.96746589,2020,1,NA
"1570","IL0249",3,"3035501","HOMER TOWNSHIP PUBLIC LIBRARY DISTRICT BOOKMOBILE","14320 WEST 151ST STREET","HOMER GLEN","IL",60491,NA,"BS",41.613767,-87.96746589,2020,1,NA
"1571","IL0250",2,"3035600","HOMETOWN PUBLIC LIBRARY","4331 SOUTHWEST HIGHWAY","HOMETOWN","IL",60456,NA,"CE",41.72861777,-87.73030019,2020,1,NA
"1572","IL0251",3,"3035700","HOMEWOOD PUBLIC LIBRARY DISTRICT","17917 DIXIE HIGHWAY","HOMEWOOD","IL",60430,NA,"CE",41.56401496,-87.66539065,2020,1,NA
"1573","IL0253",2,"3036400","ILLINOIS PRAIRIE DISTRICT PUBLIC LIBRARY","208 EAST PARTRIDGE STREET","METAMORA","IL",61548,NA,"CE",40.79153248,-89.36131302,2020,1,NA
"1574","IL0253",4,"3036405","MARCELLA SCHNEIDER BRANCH LIBRARY AT GERMANTOWN HILLS","509 WOODLAND KNOLLS ROAD","GERMANTOWN HILLS","IL",61548,NA,"BR",40.76685871,-89.47464481,2020,1,NA
"1575","IL0253",5,"3036402","ROANOKE BRANCH LIBRARY","123 EAST BROAD STREET","ROANOKE","IL",61561,NA,"BR",40.79688747,-89.19542803,2020,1,NA
"1576","IL0253",6,"3036403","SPRING BAY BRANCH LIBRARY","411 ILLINOIS STREET","EAST PEORIA","IL",61611,NA,"BR",40.82441686,-89.52068048,2020,1,NA
"1577","IL0253",7,"3036404","WASHBURN BRANCH LIBRARY","102 WEST MAGNOLIA DRIVE","WASHBURN","IL",61570,NA,"BR",40.92047424,-89.29131217,2020,1,NA
"1578","IL0253",9,"3036401","BENSON BRANCH LIBRARY","420 EAST FRONT STREET","BENSON","IL",61516,NA,"BR",40.85046233,-89.12013775,2020,1,NA
